,Species,Farm.Name,Lot.Number,Altitude,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Country.of.Origin
241,Arabica,la igualdad,,3500 - 5200 feet,223,69 kg,2009/2010,"January 13th, 2011",,,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79.58,0.17,1,0,,19,"January 13th, 2012",2
242,Arabica,various,,1750 msnm,250,70 kg,2013,"April 16th, 2013",Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,82.58,0.11,0,0,Blue-Green,3,"April 16th, 2014",1
243,Arabica,,,1750 msnm,250,70 kg,2013,"March 20th, 2013",Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,82.92,0,0,0,Bluish-Green,0,"March 20th, 2014",1
244,Arabica,,,1550,250,70 kg,2014,"January 17th, 2014",Caturra,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,83.92,0.12,0,0,Green,3,"January 17th, 2015",1
245,Arabica,el romance azul,,1100,15,1 kg,2012,"July 26th, 2012",Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,0,0,Green,3,"July 26th, 2013",3
246,Arabica,,,1650,250,70 kg,2014,"August 11th, 2014",Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,83.5,0,2,0,,0,"August 11th, 2015",1
247,Arabica,fazenda do sertao,,1.250 m,300,60 kg,2012,"March 16th, 2012",Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5,0,0,0,Blue-Green,4,"March 16th, 2013",0
248,Arabica,various,,1550 meter,280,2 kg,2014,"May 1st, 2014",Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1,0,Green,1,"May 1st, 2015",3
249,Arabica,finca la chiripa,,900,69,1 kg,2012,"June 6th, 2012",Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42,0.12,2,0,,4,"June 6th, 2013",3
250,Arabica,el sacramento,,4300,250,1 kg,2013,"February 7th, 2013",Bourbon,Washed / Wet,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,0,0,Green,2,"February 7th, 2014",2
251,Arabica,fazenda capoeirnha,019/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,83.17,0.11,0,0,Green,4,"October 20th, 2018",0
252,Arabica,pinzoneno,,1059,11,2 kg,2015,"July 14th, 2015",Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92,0.13,0,0,Blue-Green,3,"July 13th, 2016",3
253,Arabica,various,,1550 msnm,275,70 kg,2015,"April 8th, 2015",Caturra,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,85.25,0.11,0,0,Green,0,"April 7th, 2016",1
254,Arabica,peña negra,,1450,12,1 kg,2012,"September 14th, 2012",Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75,0.14,0,0,,0,"September 14th, 2013",3
255,Arabica,capoeirinha,007/16D,934,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,82.67,0.11,0,2,Bluish-Green,3,"August 16th, 2017",0
256,Arabica,capoeirinha,007/16F,872,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,0.11,0,2,Bluish-Green,3,"August 16th, 2017",0
257,Arabica,helena,2017/001,973,200,59 kg,2016,"January 20th, 2017",Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1,Green,3,"January 20th, 2018",0
258,Arabica,,,1100,10,1 kg,2012,"July 26th, 2012",Typica,Washed / Wet,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13,0,0,Green,14,"July 26th, 2013",3
259,Arabica,el morito,,4300,250,69 kg,2013,"July 16th, 2013",Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,0,0,Green,0,"July 16th, 2014",2
260,Arabica,various,,4000 p.s.n.m.,275,69 kg,2014,"March 31st, 2014",Other,Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,0.1,1,0,Green,4,"March 31st, 2015",2
261,Arabica,rancho los laureles,,1300,23,1 kg,2012,"September 17th, 2012",Typica,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,0,0,Green,3,"September 17th, 2013",3
262,Arabica,finca monte grande,,1100,36,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,0.12,0,0,,7,"June 6th, 2013",3
263,Arabica,aprocafi,,1550,1,2 kg,2014,"June 16th, 2014",Bourbon,Washed / Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08,0.1,0,0,Bluish-Green,10,"June 16th, 2015",2
264,Arabica,,,de 1600 a 1950 msnm,175,70 kg,2012,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,0,0,Green,0,"February 8th, 2013",1
265,Arabica,,,1550,250,1 kg,2012,"August 30th, 2012",Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83,0.12,2,0,Green,10,"August 30th, 2013",3
266,Arabica,el deseo,,1250,15,1 kg,2012,"July 11th, 2012",Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0,Green,10,"July 11th, 2013",3
267,Arabica,,,1800,250,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33,0.13,4,0,Green,13,"August 30th, 2013",3
268,Arabica,el papaturro,,4000psn,250,69 kg,2015,"July 23rd, 2015",Bourbon,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,0,0,Green,1,"July 22nd, 2016",2
269,Arabica,el regadito,,1248,50,1 kg,2012,"July 26th, 2012",Typica,Washed / Wet,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,0,0,Green,3,"July 26th, 2013",3
270,Arabica,cre-leg l-4,,800,10,1 kg,2012,"September 11th, 2012",Typica,Washed / Wet,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,0.13,0,0,Green,30,"September 11th, 2013",3
271,Arabica,,,1600-1800 msnm,250,70 kg,1t/2011,"June 14th, 2011",,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,,0,"June 13th, 2012",1
272,Arabica,pereira estate coffee,,1.2,300,60 kg,2010,"January 4th, 2011",Yellow Bourbon,,8.17,7.92,7.92,7.75,8.33,8,10,10,10,8.08,86.17,0.08,0,0,,2,"January 4th, 2012",0
273,Arabica,conquista / morito,,,250,1 kg,2012,"January 5th, 2012",Bourbon,Washed / Wet,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74.75,0.11,0,0,,10,"January 4th, 2013",2
274,Arabica,various,,1800 msnm,250,70 kg,2012,"October 9th, 2012",Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,0,0,Green,6,"October 9th, 2013",1
275,Arabica,café do paraíso,,894m - 1183m,1,2 kg,2012,"May 21st, 2013",Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0,Blue-Green,0,"May 21st, 2014",0
276,Arabica,cafetal sinai,,1300,30,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12,0,0,Green,2,"September 4th, 2013",3
277,Arabica,,,1850 msnm,275,70 kg,2014,"January 22nd, 2015",Caturra,Washed / Wet,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,83.5,0.11,0,0,Green,0,"January 22nd, 2016",1
278,Arabica,la esperanza y anexos,11/23/0177,,250,69 kg,2016,"April 27th, 2016",Bourbon,,8,7.92,7.75,8,7.92,7.83,10,10,10,7.83,85.25,0.1,0,2,Green,2,"April 27th, 2017",2
279,Arabica,,,1800,275,2 kg,2015/2016,"June 5th, 2015",Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,1,0,Green,0,"June 4th, 2016",1
280,Arabica,agropecuaria quiagral,,4300,250,1 kg,2012,"July 9th, 2012",Bourbon,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,0.11,0,0,Green,15,"July 9th, 2013",2
281,Arabica,el tesoro,,1250,35,1 kg,2012,"July 16th, 2012",Typica,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,0.14,0,0,,0,"July 16th, 2013",3
282,Arabica,fazenda kaquend,,1250m,3,60 kg,2011,"December 3rd, 2011",Bourbon,Natural / Dry,8.5,8.5,8,8,8,8,10,10,10,7.92,86.92,0.12,0,0,Green,2,"December 2nd, 2012",0
283,Arabica,union ramal santa cruz,,1400,310,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0,Green,9,"March 29th, 2014",3
284,Arabica,la laja,,1650,30,1 kg,2012,"July 11th, 2012",Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,0,Green,4,"July 11th, 2013",3
285,Arabica,san lorenzo,,1550,32,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,82.75,0.12,0,0,Green,6,"March 29th, 2014",3
286,Arabica,grapos el porvenir,,1400,250,1 kg,2012,"July 26th, 2012",Typica,Washed / Wet,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13,0,0,Green,1,"July 26th, 2013",3
287,Arabica,finca medina,,1500 msnm,250,69 kg,2014,"April 3rd, 2014",Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92,0.1,0,0,Green,1,"April 3rd, 2015",2
288,Arabica,finca los cerros y anexos,,5440 - 5760 metros,275,69 kg,2015,"June 10th, 2015",Caturra,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84,0.12,0,0,Green,7,"June 9th, 2016",2
289,Arabica,,,,1,2 kg,2012,"December 27th, 2013",,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,82.92,0.1,0,0,Green,4,"December 27th, 2014",2
290,Arabica,palantla,,763,10,1 kg,2012,"September 27th, 2012",Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13,1,0,,8,"September 27th, 2013",3
291,Arabica,finca medina,,1500msnm,150,69 kg,2015,"October 29th, 2015",Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,0.11,0,0,Green,1,"October 28th, 2016",2
292,Arabica,la igualdad,,3500-5200 feet,275,69 kg,2009/2010,"September 7th, 2010",,,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,85,0.04,0,0,,1,"September 7th, 2011",2
293,Arabica,el morito,,4300,250,69 kg,2013,"August 7th, 2013",Bourbon,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,0,0,Green,2,"August 7th, 2014",2
294,Arabica,,,1600 - 1950 msnm,120,70 kg,2013,"November 7th, 2013",Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,0.11,1,0,Green,1,"November 7th, 2014",1
295,Arabica,fazenda capoeirnha,007/16B,894,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,Green,3,"August 16th, 2017",0
296,Arabica,la barranca,,1350,56,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,0,0,Green,0,"July 11th, 2013",3
297,Arabica,la esmeralda,11/23/0400,518,20,69 kg,2017,"June 1st, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42,0.12,0,0,Green,0,"June 1st, 2018",2
298,Arabica,nueva granada,,5000 pies,200,69 kg,2014,"March 27th, 2014",Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83.17,0.09,0,0,Green,1,"March 27th, 2015",2
299,Arabica,"el nogal, la higuera, los laureles",,1200,80,1 kg,2012,"July 2nd, 2012",Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,0.13,0,0,,3,"July 2nd, 2013",3
300,Arabica,,,de 1600 a 1950 msnm,275,70 kg,2015,"November 19th, 2015",Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,0,0,Green,3,"November 18th, 2016",1
301,Arabica,finca nueva linda,,1380,250,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,0.11,0,0,,5,"June 6th, 2013",3
302,Arabica,agropecuaria quiagral,,4300,250,69 kg,2012,"April 30th, 2012",Bourbon,Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,0,0,Green,8,"April 30th, 2013",2
303,Arabica,,,de 1600 a 1950 msnm,250,70 kg,2013,"May 31st, 2013",Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42,0.11,0,0,Green,9,"May 31st, 2014",1
304,Arabica,los llanitos,,1296,10,1 kg,2014,"August 14th, 2014",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42,0.11,0,0,Green,0,"August 14th, 2015",3
305,Arabica,bola de oro,,1250,15,1 kg,2012,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0,Green,11,"July 26th, 2013",3
306,Arabica,,,1750 msnm,250,70 kg,2013,"May 24th, 2013",Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,83.5,0.11,0,,Green,2,"May 24th, 2014",1
307,Arabica,piamonte,11/23/0639,1700,50,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,0.1,0,0,Green,2,"August 22nd, 2018",2
308,Arabica,finca santa teresa,,1300,250,1 kg,2012,"June 6th, 2012",Pacas,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,83.83,0.11,0,0,,4,"June 6th, 2013",3
309,Arabica,,,1550,250,1 kg,2012,"August 30th, 2012",Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,4,0,Green,16,"August 30th, 2013",3
310,Arabica,various,68-0054,1650,275,70 kg,2016,"November 8th, 2016",Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,,0,"November 8th, 2017",1
311,Arabica,la esperanza,11/23/0507,1901.64,25,69 kg,2016,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4,Green,1,"June 22nd, 2018",2
312,Arabica,la esmeralda,11/23/0508,4000,25,69 kg,2016,"June 22nd, 2017",Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2,Green,1,"June 22nd, 2018",2
313,Arabica,el desmoronado,,1200,10,1 kg,2012,"July 3rd, 2012",Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,0.1,0,0,Bluish-Green,0,"July 3rd, 2013",3
314,Arabica,union ramal santa cruz,,1400,310,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,0.12,0,0,Green,6,"March 29th, 2014",3
315,Arabica,ucipa santa catarina,,1200,275,1 kg,2012,"July 27th, 2012",Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0,Green,2,"July 27th, 2013",3
316,Arabica,,2017/2018-Lot01,,440,59 kg,2017 / 2018,"October 27th, 2017",,Natural / Dry,7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67,0.11,0,1,Green,6,"October 27th, 2018",0
317,Arabica,el tabaco,,1300,13,1 kg,2012,"September 14th, 2012",Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,0,0,,0,"September 14th, 2013",3
318,Arabica,genuine antigua medina,,,275,69 kg,2012,"July 23rd, 2012",Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75,0,0,0,Green,4,"July 23rd, 2013",2
319,Arabica,finca medina,11/11711/59,1500,230,69 kg,2016,"May 23rd, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,0.11,0,4,Green,4,"May 23rd, 2017",2
320,Arabica,rio verde,,1,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,Green,0,"October 7th, 2016",0
321,Arabica,la esperanza,11/23/0145,4000,250,69 kg,2016,"March 16th, 2016",Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,0,2,Bluish-Green,5,"March 16th, 2017",2
322,Arabica,,,1600 msnm,275,70 kg,Jan.11,"April 18th, 2011",,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,,5,"April 17th, 2012",1
323,Arabica,,,1400,15,1 kg,2012,"August 30th, 2012",Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0,Green,4,"August 30th, 2013",3
324,Arabica,,,de 1.600 a 1.950 msnm,275,70 kg,2012,"August 31st, 2012",Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,0,0,Green,3,"August 31st, 2013",1
325,Arabica,la esmeralda,11/23/0690,4000,25,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,82.75,0.1,0,0,Green,1,"August 22nd, 2018",2
326,Arabica,,,900-1200mtr,6,6,January Through April,"May 26th, 2010",,,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,2,0,,4,"May 26th, 2011",3
327,Arabica,,,1050 - 1850,250,70 kg,Abril - Julio,"September 7th, 2011",,,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,1,0,,0,"September 6th, 2012",1
328,Arabica,providencia,11/43367/12,,275,69 kg,2017,"January 20th, 2017",Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2,Green,3,"January 20th, 2018",2
329,Arabica,fln mirador,,1450,10,1 kg,2012,"April 9th, 2012",Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42,0.12,0,0,Bluish-Green,0,"April 9th, 2013",3
330,Arabica,las palmas,,1100,10,1 kg,2012,"September 12th, 2012",Mundo Novo,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,0.11,0,0,Green,45,"September 12th, 2013",3
331,Arabica,la union monte verde,,4300,250,69 kg,2013,"October 7th, 2013",Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12,0,0,Green,4,"October 7th, 2014",2
332,Arabica,finca apoxtla,,1100,48,1 kg,2012,"July 2nd, 2012",Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,83.67,0.12,4,0,Green,11,"July 2nd, 2013",3
333,Arabica,sacún palma,,940,12,1 kg,2012,"February 29th, 2012",Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0,Green,4,"February 28th, 2013",3
334,Arabica,chiquimulja / alpha cafe / senfro,,,250,1 kg,2012,"January 25th, 2012",Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,0,0,Green,1,"January 24th, 2013",2
335,Arabica,,,,275,2 kg,2014,"March 12th, 2015",,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,83.92,0,1,0,,1,"March 11th, 2016",1
336,Arabica,"la esperanza, margarita nuyes",,1400-1900 psn,100,69 kg,2015,"September 29th, 2015",Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,0.12,0,0,Green,3,"September 28th, 2016",2
337,Arabica,various,,4000 psnm,250,69 kg,2014,"September 23rd, 2014",Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,0,0,Green,0,"September 23rd, 2015",2
338,Arabica,leticia farm,91,,94,60 kg,2016,"March 11th, 2016",,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,0.11,0,0,Green,7,"March 11th, 2017",0
339,Arabica,fazenda rio verde,,1260,320,60 kg,2013/2014,"January 2nd, 2014",Yellow Bourbon,Natural / Dry,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,84,0.1,0,0,Green,0,"January 2nd, 2015",0
340,Arabica,,,de 1600 a 1950 msnm,100,70 kg,2012,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,Green,0,"February 8th, 2013",1
341,Arabica,comunidad de canoas,,900,250,1 kg,2012,"April 2nd, 2012",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0,Green,3,"April 2nd, 2013",3
342,Arabica,finca santa clara,,1100,30,1 kg,2012,"August 29th, 2012",Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,0,0,Green,3,"August 29th, 2013",3
343,Arabica,el desmoronado,,1200,15,1 kg,2012,"July 3rd, 2012",Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1,0,0,Green,1,"July 3rd, 2013",3
344,Arabica,,,1700,250,70 kg,2013,"October 1st, 2013",Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25,0.11,0,0,Green,2,"October 1st, 2014",1
345,Arabica,finca sant rosa,,1500,250,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,83.92,0.11,0,0,,2,"June 6th, 2013",3
346,Arabica,café citrus,,950m,44,60 kg,2012,"February 17th, 2012",Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11,0,0,Green,2,"February 16th, 2013",0
347,Arabica,finca tepictla,,1250,20,1 kg,2012,"September 10th, 2012",Bourbon,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,0.12,0,0,Green,12,"September 10th, 2013",3
348,Arabica,finca medina,11/11711/60,1500,100,69 kg,2016,"May 23rd, 2016",Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,83.83,0.11,0,7,Green,6,"May 23rd, 2017",2
349,Arabica,,,mmm,27,60 kg,mmm,"March 23rd, 2011",,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5,0,0,0,,4,"March 22nd, 2012",0
350,Arabica,agropecuaria quiagral,,4300,250,1 kg,2012,"July 9th, 2012",Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,83.67,0.11,0,0,Green,13,"July 9th, 2013",2
351,Arabica,finca los barreales 1112lbga7250412,,1170,10,1 kg,2012,"August 31st, 2012",Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33,0.13,0,0,Green,9,"August 31st, 2013",3
352,Arabica,,,,202,70 kg,,"December 1st, 2011",,,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78,0.1,1,0,Green,3,"November 30th, 2012",1
353,Arabica,,,442 msnm,304,35 kg,2015/2016,"November 27th, 2015",Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0,Green,2,"November 26th, 2016",1
354,Arabica,pereira estate coffee,,1200,300,60 kg,2014,"July 29th, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0,Green,1,"July 29th, 2015",0
355,Arabica,fazenda rio brilhante,,1100,300,60 kg,2015/2016,"December 3rd, 2015",Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0,Green,2,"December 2nd, 2016",0
356,Arabica,finca buenos aires,,1100,10,1 kg,2012,"September 11th, 2012",Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,0.12,1,0,Green,7,"September 11th, 2013",3
357,Arabica,finca sego,,1400,10,1 kg,2012,"September 14th, 2012",Typica,Washed / Wet,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12,0,0,,14,"September 14th, 2013",3
358,Arabica,ecobio colombia,,900-1500m,1,2 kg,2013,"March 20th, 2014",Caturra,Washed / Wet,7.75,7.92,7.83,8.08,8.08,8.17,10,10,10,8.17,86,0.12,1,0,Green,1,"March 20th, 2015",1
359,Arabica,,,1300,10,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,1,0,Green,17,"August 30th, 2013",3
360,Arabica,el morito,,4300,250,69 kg,2013,"July 16th, 2013",Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0,Green,1,"July 16th, 2014",2
361,Arabica,la castellana,,4300,250,69 kg,2013,"June 27th, 2013",Bourbon,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,0.11,0,0,Green,6,"June 27th, 2014",2
